Timestamp,Cooling,Energy,Power IT,HVAC,Pumps,Plug & Light,PUE,Energy Reuse
Sun Jun 12 2016 02:39:17 GMT-0600 (Mountain Daylight Time),"0,10922542","12,2700294","60,90579686","0,10271305","0,06782502","0,13974467","0,00767141","12,2700294",
Sun Jun 12 2016 02:40:17 GMT-0600 (Mountain Daylight Time),"0,10897548","12,18084955","61,08080783","0,10269332","0,06872044","0,13974467","0,00768717","12,18084955",
Sun Jun 12 2016 02:41:17 GMT-0600 (Mountain Daylight Time),"0,10897548","12,18084955","62,05270548","0,10269332","0,06872044","0,13974467","0,00755883","12,18084955",
Sun Jun 12 2016 02:42:16 GMT-0600 (Mountain Daylight Time),"0,1102252","12,34314243","61,95813247","0,10413384","0,06887519","0,13974467","0,0076239","12,34314243",
Sun Jun 12 2016 02:43:16 GMT-0600 (Mountain Daylight Time),"0,1102252","12,34314243","61,12090259","0,10413384","0,06887519","0,13974467","0,00773528","12,34314243",
Sun Jun 12 2016 02:44:17 GMT-0600 (Mountain Daylight Time),"0,10972531","12,38659251","61,04149999","0,10462716","0,06722106","0,13974467","0,00764491","12,38659251",
Sun Jun 12 2016 02:45:17 GMT-0600 (Mountain Daylight Time),"0,10972531","12,38659251","61,00897684","0,10462716","0,06722106","0,13974467","0,00764925","12,38659251",
Sun Jun 12 2016 02:46:17 GMT-0600 (Mountain Daylight Time),"0,11322452","12,45555845","61,10268516","0,10115413","0,06887368","0,13907127","0,00781879","12,45555845",
Sun Jun 12 2016 02:47:16 GMT-0600 (Mountain Daylight Time),"0,11322452","12,45555845","61,03385452","0,10115413","0,06887368","0,13907127","0,00782817","12,45555845",
Sun Jun 12 2016 02:48:17 GMT-0600 (Mountain Daylight Time),"0,11097503","12,47420317","61,82364682","0,1044693","0,06977361","0,14041807","0,00771504","12,47420317",
Sun Jun 12 2016 02:49:17 GMT-0600 (Mountain Daylight Time),"0,11097503","12,47420317","62,39753956","0,1045877","0,06977361","0,14041807","0,00763989","12,47420317",
Sun Jun 12 2016 02:50:16 GMT-0600 (Mountain Daylight Time),"0,11097503","12,47420317","61,9286535","0,10506129","0,06977361","0,13974467","0,00770157","12,47420317",
Sun Jun 12 2016 02:51:17 GMT-0600 (Mountain Daylight Time),"0,11097503","12,47420317","60,952239","0,10506129","0,06977361","0,13974467","0,00783307","12,47420317",
Sun Jun 12 2016 02:52:16 GMT-0600 (Mountain Daylight Time),"0,1079757","12,38300875","61,26314933","0,09783896","0,06797376","0,14041807","0,00757444","12,38300875",
Sun Jun 12 2016 02:53:16 GMT-0600 (Mountain Daylight Time),"0,1079757","12,38300875","61,13241538","0,09783896","0,06797376","0,14041807","0,00759172","12,38300875",
Sun Jun 12 2016 02:54:16 GMT-0600 (Mountain Daylight Time),"0,1102252","12,38983802","61,12295641","0,10466663","0,06767328","0,14109147","0,00767764","12,38983802",
Sun Jun 12 2016 02:55:17 GMT-0600 (Mountain Daylight Time),"0,1102252","12,38983802","61,26199396","0,10466663","0,06767328","0,14109147","0,00765906","12,38983802",
Sun Jun 12 2016 02:56:15 GMT-0600 (Mountain Daylight Time),"0,10947537","12,50744821","61,16601893","0,10460743","0,06857321","0,14041807","0,00769338","12,50744821",
Sun Jun 12 2016 02:57:17 GMT-0600 (Mountain Daylight Time),"0,10947537","12,50744821","61,67738756","0,10460743","0,06857321","0,14041807","0,00762539","12,50744821",
Sun Jun 12 2016 02:58:16 GMT-0600 (Mountain Daylight Time),"0,10997525","12,390108","61,3108567","0,10075947","0,06700322","0,14109147","0,00759387","12,390108",
Sun Jun 12 2016 02:59:17 GMT-0600 (Mountain Daylight Time),"0,10997525","12,390108","62,63915722","0,10075947","0,06700322","0,14109147","0,00742209","12,390108",
Sun Jun 12 2016 03:00:18 GMT-0600 (Mountain Daylight Time),"0,10822565","12,40218166","61,29614786","0,1008976","0,06722257","0,14109147","0,00755266","12,40218166",
Sun Jun 12 2016 03:01:18 GMT-0600 (Mountain Daylight Time),"0,10897548","12,23733641","61,05064376","0,10488369","0,06752454","0,14109147","0,00764075","12,23733641",
Sun Jun 12 2016 03:02:16 GMT-0600 (Mountain Daylight Time),"0,10897548","12,23733641","61,10812185","0,10488369","0,06752454","0,14041807","0,00763119","12,23733641",
Sun Jun 12 2016 03:03:16 GMT-0600 (Mountain Daylight Time),"0,11097503","12,16322832","61,02318791","0,09892429","0,06649391","0,14041807","0,00762762","12,16322832",
Sun Jun 12 2016 03:04:15 GMT-0600 (Mountain Daylight Time),"0,11097503","12,16322832","61,06957737","0,09939788","0,06649391","0,13974467","0,00762144","12,16322832",
Sun Jun 12 2016 03:05:17 GMT-0600 (Mountain Daylight Time),"0,10947537","12,0841857","62,17216725","0,10525862","0,06631663","0,13974467","0,00744454","12,0841857",
Sun Jun 12 2016 03:06:17 GMT-0600 (Mountain Daylight Time),"0,10947537","12,0841857","60,94322181","0,10431143","0,06631663","0,14109147","0,00760488","12,0841857",
Sun Jun 12 2016 03:07:16 GMT-0600 (Mountain Daylight Time),"0,10997526","11,81414851","61,15371343","0,10421277","0,06608827","0,14109147","0,00758036","11,81414851",
Sun Jun 12 2016 03:08:18 GMT-0600 (Mountain Daylight Time),"0,10897548","11,68915234","61,13663466","0,10523889","0,06407357","0,14041807","0,00744712","11,68915234",
Sun Jun 12 2016 03:09:17 GMT-0600 (Mountain Daylight Time),"0,10897548","11,68915234","61,11949599","0,10523889","0,06407357","0,14041807","0,00744935","11,68915234",
Sun Jun 12 2016 03:10:17 GMT-0600 (Mountain Daylight Time),"0,10872554","11,80346158","61,38053552","0,10506129","0,06473763","0,14041807","0,00744175","11,80346158",
Sun Jun 12 2016 03:11:17 GMT-0600 (Mountain Daylight Time),"0,10872554","11,80346158","62,37726761","0,10506129","0,06473763","0,14041807","0,00731473","11,80346158",
Sun Jun 12 2016 03:12:16 GMT-0600 (Mountain Daylight Time),"0,10922542","11,66863248","61,2791119","0,10484423","0,06374605","0,13974467","0,00741584","11,66863248",
Sun Jun 12 2016 03:13:17 GMT-0600 (Mountain Daylight Time),"0,10922542","11,66863248","61,55764376","0,10484423","0,06374605","0,13974467","0,00737999","11,66863248",
Sun Jun 12 2016 03:14:17 GMT-0600 (Mountain Daylight Time),"0,10972531","11,30491866","61,47832106","0,10478503","0,0628311","0,13974467","0,00735775","11,30491866",
Sun Jun 12 2016 03:15:18 GMT-0600 (Mountain Daylight Time),"0,10972531","11,30491866","61,38281785","0,10478503","0,0628311","0,13974467","0,00736999","11,30491866",
Sun Jun 12 2016 03:16:18 GMT-0600 (Mountain Daylight Time),"0,10772576","11,32515885","61,272392","0,10423053","0,06471659","0,14041807","0,00741978","11,32515885",
Sun Jun 12 2016 03:17:17 GMT-0600 (Mountain Daylight Time),"0,10772576","11,32515885","62,70564688","0,10423053","0,06471659","0,14041807","0,0072386","11,32515885",
Sun Jun 12 2016 03:18:17 GMT-0600 (Mountain Daylight Time),"0,11272464","11,31047834","61,45583383","0,10442983","0,06393535","0,14109147","0,00751527","11,31047834",
Sun Jun 12 2016 03:19:17 GMT-0600 (Mountain Daylight Time),"0,11272464","11,31047834","61,56511485","0,10442983","0,06393535","0,14109147","0,00750103","11,31047834",
